|NDB_No|FdGrp_Cd|Long_Desc|CAFFN
3700|12174|1200|Seeds, watermelon seed kernels, dried (Citrullus lanatus)|
3701|12175|1200|Nuts, chestnuts, japanese, dried|
3702|12176|1200|Nuts, coconut milk, frozen (liquid expressed from grated meat and water)|
3703|12177|1200|Nuts, coconut meat, dried (desiccated), creamed|
3705|12193|1200|Seeds, sisymbrium sp. seeds, whole, dried (Sisymbrium spp.)|
3706|12195|1200|Nuts, almond butter, plain, without salt added|
3707|12198|1200|Seeds, sesame butter, tahini, from raw and stone ground kernels|
3708|12200|1200|Nuts, formulated, wheat-based, all flavors except macadamia, without salt|
3710|12202|1200|Nuts, chestnuts, japanese, raw (Castanea crenata)|
3711|12203|1200|Nuts, chestnuts, japanese, boiled and steamed|
3712|12204|1200|Nuts, chestnuts, japanese, roasted|
3713|12205|1200|Seeds, lotus seeds, raw (Nelumbo spp.)|
3714|12206|1200|Nuts, almonds, honey roasted, unblanched|
3721|12539|1200|Seeds, sunflower seed kernels, toasted, with salt added|
3722|12540|1200|Seeds, sunflower seed butter, with salt added|
3725|12567|1200|Nuts, almonds, oil roasted, with salt added, smoke flavor|
3733|12643|1200|Nuts, pecans, dry roasted, with salt added|
3734|12644|1200|Nuts, pecans, oil roasted, with salt added|
3736|12663|1200|Seeds, pumpkin and squash seeds, whole, roasted, with salt added|
3743|13001|1300|Beef, carcass, separable lean and fat, choice, raw (Bos taurus)|
3744|13002|1300|Beef, carcass, separable lean and fat, select, raw|
3756|13095|1300|"Beef, rib, eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, raw"|
3758|13097|1300|"Beef, rib, eye, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, raw"|
3760|13147|1300|Beef, rib, shortribs, separable lean and fat, choice, raw|
3762|13149|1300|Beef, rib, shortribs, separable lean only, choice, raw|
3765|13158|1300|"Beef, round, full cut, separable lean only, trimmed to 1/4"" fat, select, cooked, broiled"|
3768|13227|1300|"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, raw"|
3769|13228|1300|"Beef, shank crosscuts, separable lean only, trimmed to 1/4"" fat, choice, cooked, simmered"|
3780|13319|1300|Beef, variety meats and by-products, brain, cooked, pan-fried|
3789|13328|1300|Beef, variety meats and by-products, lungs, raw|
3790|13329|1300|Beef, variety meats and by-products, lungs, cooked, braised|
3791|13330|1300|Beef, variety meats and by-products, mechanically separated beef, raw|
3792|13331|1300|Beef, variety meats and by-products, pancreas, raw|
3793|13332|1300|Beef, variety meats and by-products, pancreas, cooked, braised|
3794|13333|1300|Beef, variety meats and by-products, spleen, raw|
3795|13334|1300|Beef, variety meats and by-products, spleen, cooked, braised|
3797|13337|1300|Beef, variety meats and by-products, thymus, raw|
3798|13338|1300|Beef, variety meats and by-products, thymus, cooked, braised|
3799|13339|1300|Beef, variety meats and by-products, tongue, raw|
3804|13344|1300|Beef, cured, breakfast strips, raw or unheated|
3806|13346|1300|Beef, cured, corned beef, brisket, raw|
3813|13353|700|Beef, cured, luncheon meat, jellied|
3817|13357|700|Beef, cured, sausage, cooked, smoked|
3818|13358|700|Beef, cured, smoked, chopped beef|
3842|13386|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted"|
3843|13387|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 0"" fat, select, cooked, roasted"|
3846|13390|1300|"Beef, rib, large end (ribs 6-9), separable lean only, trimmed to 0"" fat, select, cooked, roasted"|
3848|13392|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled"|
3849|13393|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled"|
3851|13395|1300|"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, choice, cooked, broiled"|
3852|13396|1300|"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 0"" fat, select, cooked, broiled"|
3977|13824|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|
3978|13825|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"|
3979|13826|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted"|
3980|13827|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw"|
3981|13828|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled"|
3983|13830|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, raw"|
3984|13831|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled"|
3985|13832|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted"|
3986|13833|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw"|
3987|13834|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled"|
3988|13835|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted"|
3989|13838|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|
3990|13839|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"|
3992|13841|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw"|
3993|13842|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled"|
3994|13843|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted"|
3995|13844|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw"|
3996|13845|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled"|
3997|13846|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted"|
3998|13847|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, raw"|
3999|13848|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled"|
4000|13849|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted"|
4003|13852|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, roasted"|
4006|13855|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted"|
4009|13858|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted"|
4010|13859|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw"|
4011|13860|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, broiled"|
4012|13861|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, cooked, roasted"|
4123|14004|1400|Alcoholic beverage, beer, regular, BUDWEISER|
4124|14005|1400|Alcoholic beverage, beer, light, BUDWEISER SELECT|
4126|14007|1400|Alcoholic beverage, beer, light, BUD LIGHT|
4127|14009|1400|Alcoholic beverage, daiquiri, canned|
4130|14015|1400|Alcoholic beverage, pina colada, canned|
4133|14019|1400|Alcoholic beverage, tequila sunrise, canned|
4139|14027|1400|Alcoholic beverage, whiskey sour, canned|
4157|14051|1400|Alcoholic beverage, distilled, vodka, 80 proof|
4158|14052|1400|Alcoholic beverage, distilled, whiskey, 86 proof|
4183|14086|1400|Beverages, V8 SPLASH Smoothies, Peach Mango|
4184|14087|1400|Beverages, V8 SPLASH Smoothies, Strawberry Banana|
4185|14088|1400|Beverages, V8 SPLASH Smoothies, Tropical Colada|
4192|14097|1400|Alcoholic Beverage, wine, table, red, Cabernet Sauvignon|
4193|14098|1400|Alcoholic Beverage, wine, table, red, Cabernet Franc|
4194|14099|1400|Alcoholic Beverage, wine, table, red, Pinot Noir|
4195|14100|1400|Alcoholic Beverage, wine, table, red, Syrah|
4196|14101|1400|Alcoholic Beverage, wine, table, red, Barbera|
4197|14102|1400|Alcoholic Beverage, wine, table, red, Zinfandel|
4198|14103|1400|Alcoholic Beverage, wine, table, red, Petite Sirah|
4199|14105|1400|Alcoholic Beverage, wine, table, red, Claret|
4201|14107|1400|Alcoholic Beverage, wine, table, red, Lemberger|
4202|14108|1400|Alcoholic Beverage, wine, table, red, Sangiovese|
4203|14109|1400|Alcoholic Beverage, wine, table, red, Carignane|
4204|14113|1400|Alcoholic beverage, wine, table, white, Pinot Gris (Grigio)|
4205|14116|1400|Alcoholic beverage, wine, table, white, Chenin Blanc|
4206|14117|1400|Alcoholic beverage, wine, table, white, Fume Blanc|
4208|14120|1400|Alcoholic beverage, wine, table, white, Muller Thurgau|
4210|14124|1400|Alcoholic beverage, wine, table, white, Gewurztraminer|
4211|14125|1400|Alcoholic beverage, wine, table, white, late harvest, Gewurztraminer|
4212|14126|1400|Alcoholic beverage, wine, table, white, Semillon|
4214|14132|1400|Alcoholic beverage, wine, table, white, Riesling|
4215|14134|1400|Alcoholic beverage, wine, table, white, Sauvignon Blanc|
4216|14135|1400|Alcoholic beverage, wine, table, white, late harvest|
4219|14138|1400|Alcoholic beverage, wine, table, white, Pinot Blanc|
4220|14140|1400|Alcoholic beverage, wine, table, white, Muscat|
4221|14142|1400|Beverages, carbonated, grape soda|
4229|14150|1400|Beverages, carbonated, orange|
4231|14152|1400|Alcoholic Beverage, wine, table, red, Burgundy|
4237|14158|1400|Alcoholic Beverage, wine, table, red, Gamay|
4238|14159|1400|Alcoholic Beverage, wine, table, red, Mouvedre|
4239|14160|1400|Alcoholic beverage, wine, table, white, Chardonnay|
4247|14168|1400|Beverages, Carob-flavor beverage mix, powder|
4248|14169|1400|Beverages, Carob-flavor beverage mix, powder, prepared with whole milk|
4266|14195|1400|Beverages, Cocoa mix, NESTLE, Hot Cocoa Mix Rich Chocolate With Marshmallows|
4268|14197|1400|Cocoa mix, NESTLE, Rich Chocolate Hot Cocoa Mix|
4285|14220|1400|Beverages, OCEAN SPRAY, Cranberry-Apple Juice Drink, bottled|
4292|14231|1400|Beverages, KRAFT, coffee, instant, French Vanilla Cafe|
4293|14233|1400|Beverages, OCEAN SPRAY, Cran Raspberry Juice Drink|
4295|14235|1400|Beverages, OCEAN SPRAY, Diet Cran Cherry|
4300|14240|1400|Beverages, cranberry-apricot juice drink, bottled|
4301|14241|1400|Beverages, cranberry-grape juice drink, bottled|
4323|14268|1400|Beverages, Fruit punch drink, frozen concentrate|
4333|14284|1400|Beverages, Cranberry juice cocktail|
4335|14286|1400|Beverages, MOTTS, Apple juice light, fortified with vitamin C|
4360|14351|1400|Beverages, Strawberry-flavor beverage mix, powder, prepared with whole milk|
4374|14384|1400|Beverages, water, bottled, PERRIER|
4375|14385|1400|Beverages, water, bottled, POLAND SPRING|
4378|14405|1400|Beverages, fruit punch juice drink, frozen concentrate|
4384|14412|1400|Beverages, water, tap, well|
4395|14428|1400|Beverages, shake, fast food, strawberry|
4397|14430|1400|Cranberry juice cocktail, frozen concentrate|
4399|14432|1400|Beverages, water, bottled, non-carbonated, DANNON|
4400|14433|1400|Beverages, water, bottled, non-carbonated, PEPSI, AQUAFINA|
4401|14434|1400|Beverages, The COCA-COLA company, DASANI, water, bottled, non-carbonated|
4403|14437|1400|Beverages, water, bottled, non-carbonated, CALISTOGA|
4404|14438|1400|Beverages, water, bottled, non-carbonated, CRYSTAL GEYSER|
4405|14439|1400|Water, bottled, non-carbonated, NAYA|
4406|14440|1400|Beverages, water, bottled, non-carbonated, DANNON Fluoride To Go|
4407|14450|1400|Beverages, drink mix, QUAKER OATS, GATORADE, orange flavor, powder|
4413|14530|1400|Whiskey sour mix, bottled, with added potassium and sodium|
4414|14531|1400|Alcoholic beverage, whiskey sour|
4415|14532|1400|Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 94 proof|
4416|14533|1400|Alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 100 proof|
4419|14537|1400|Carbonated beverage, low calorie, other than cola or pepper, with sodium saccharin, without caffeine|
4434|14559|1400|Beverages, water, bottled, non-carbonated, EVIAN|
4437|14602|1400|Alcoholic Beverage, wine, table, red, Merlot|
4440|14607|1400|Beverages, V8 SPLASH Juice Drinks, Diet Berry Blend|
4441|14608|1400|Beverages, V8 SPLASH Juice Drinks, Diet Fruit Medley|
4442|14609|1400|Beverages, V8 SPLASH Juice Drinks, Diet Strawberry Kiwi|
4443|14610|1400|Beverages, V8 SPLASH Juice Drinks, Diet Tropical Blend|
4444|14611|1400|Beverages, V8 SPLASH Juice Drinks, Berry Blend|
4445|14612|1400|Beverages, V8 SPLASH Juice Drinks, Fruit Medley|
4446|14613|1400|Beverages, V8 SPLASH Juice Drinks, Guava Passion Fruit|
4447|14614|1400|Beverages, V8 SPLASH Juice Drinks, Mango Peach|
4448|14615|1400|Beverages, V8 SPLASH Juice Drinks, Orange Pineapple|
4449|14616|1400|Beverages, V8 SPLASH Juice Drinks, Orchard Blend|
4450|14617|1400|Beverages, V8 SPLASH Juice Drinks, Strawberry Banana|
4451|14618|1400|Beverages, V8 SPLASH Juice Drinks, Strawberry Kiwi|
4452|14619|1400|Beverages, V8 SPLASH Juice Drinks, Tropical Blend|
4453|14620|1400|Beverages, V8 V-FUSION Juices, Peach Mango|
4454|14621|1400|Beverages, V8 V-FUSION Juices, Strawberry Banana|
4455|14622|1400|Beverages, V8 V-FUSION Juices, Tropical|
4456|14623|1400|Beverages, V8 V- FUSION Juices, Acai Berry|
4464|14632|1400|Beverages, Meal supplement drink, canned, peanut flavor|
4470|14638|1400|Beverages, Horchata, as served in restaurant|
4484|15003|1500|Fish, bass, fresh water, mixed species, raw (Percichthyidae and Centrarchidae)|
4485|15004|1500|Fish, bass, striped, raw (Morone saxatilis (Walbaum))|
4486|15005|1500|Fish, bluefish, raw (Pomatomus saltatrix (L.))|
4487|15006|1500|Fish, burbot, raw (Lota lota (L.))|
4488|15007|1500|Fish, butterfish, raw (Peprilus triacanthus (Peck))|
4490|15009|1500|Fish, carp, cooked, dry heat|
4491|15010|1500|Fish, catfish, channel, wild, raw (Ictalurus punctatus (Rafinesque))|
4492|15011|1500|Fish, catfish, channel, cooked, breaded and fried|
4494|15013|1500|Fish, cisco, raw (Coregonus artedi Lesueur)|
4502|15021|1500|Fish, croaker, Atlantic, cooked, breaded and fried|
4503|15022|1500|Fish, cusk, raw (Brosme brosme (Muller))|
4504|15023|1500|Fish, mahimahi, raw (Coryphaena hippurus (L.))|
4505|15024|1500|Fish, drum, freshwater, raw (Aplodinotus grunniens Rafinesque)|
4507|15026|1500|Fish, eel, mixed species, cooked, dry heat|
4511|15030|1500|Fish, gefiltefish, commercial, sweet recipe|
4512|15031|1500|Fish, grouper, mixed species, raw (Epinephelus spp.)|
4513|15032|1500|Fish, grouper, mixed species, cooked, dry heat|
4524|15043|1500|Fish, herring, Pacific, raw (Clupea harengus pallasi Valenciennes)|
4525|15044|1500|Fish, ling, raw (Molva molva (L.))|
4526|15045|1500|Fish, lingcod, raw (Ophiodon elongatus Girard)|
4528|15047|1500|Fish, mackerel, Atlantic, cooked, dry heat|
4530|15049|1500|Fish, mackerel, king, raw (Scombermorus cavalla (Cuvier))|
4533|15052|1500|Fish, mackerel, spanish, cooked, dry heat|
4534|15053|1500|Fish, milkfish, raw (Chanos chanos (Forskaal))|
4535|15054|1500|Fish, monkfish, raw (Lophius piscatorius L.)|
4537|15056|1500|Fish, mullet, striped, cooked, dry heat|
4540|15059|1500|Fish, pout, ocean, raw (Macrozoarces americanus (Schneider))|
4542|15061|1500|Fish, perch, mixed species, cooked, dry heat|
4544|15063|1500|Fish, pike, northern, cooked, dry heat|
4545|15064|1500|Fish, pike, walleye, raw (Stizostedion vitreum vitreum (Mitchill))|
4550|15069|1500|Fish, pompano, florida, cooked, dry heat|
4555|15074|1500|Fish, sablefish, raw (Anoplopoma fimbria (Pallas))|
4556|15075|1500|Fish, sablefish, smoked|
4557|15076|1500|Fish, salmon, Atlantic, wild, raw (Salmo salar L.)|
4560|15079|1500|Fish, salmon, chum, raw (Oncorhynchus keta (Walbaum))|
4563|15082|1500|Fish, salmon, coho, wild, cooked, moist heat|
4573|15092|1500|Fish, sea bass, mixed species, cooked, dry heat|
4574|15093|1500|Fish, seatrout, mixed species, raw (Cynoscion spp.)|
4577|15096|1500|Fish, shark, mixed species, cooked, batter-dipped and fried|
4578|15097|1500|Fish, sheepshead, raw (Archosargus probatocephalus (Walbaum))|
4579|15098|1500|Fish, sheepshead, cooked, dry heat|
4581|15100|1500|Fish, smelt, rainbow, cooked, dry heat|
4583|15102|1500|Fish, snapper, mixed species, cooked, dry heat|
4584|15103|1500|Fish, spot, raw (Leiostomus xanthuras Lacepede)|
4588|15107|1500|Fish, sucker, white, raw (Catostomus commersoni (Lacepede))|
4589|15108|1500|Fish, sunfish, pumpkin seed, raw (Lepomis gibbosus (L.))|
4593|15112|1500|Fish, tilefish, raw (Lopholatilus chamaeleonticeps Goode and Bean)|
4594|15113|1500|Fish, tilefish, cooked, dry heat|
4596|15115|1500|Fish, trout, rainbow, wild, raw (Salmo gairdneri Richardson)|
