Long_Desc                                                                  VITA_RAE
KEEBLER, TRADITIONS, Iced Lemonade Cookies                                      
KEEBLER, TRADITIONS, Iced Oatmeal Cookies                                       
KEEBLER, Vanilla Wafers Minis, Rainbow                                          
KEEBLER, Vienna Fingers with Creme Filling                                      
KEEBLER, Vienna Fingers with Creme Filling, Reduced Fat                         
KEEBLER, Waffle Bowls                                                           
KEEBLER, Waffle Cones                                                           
KEEBLER, WHEATABLES, Honey Wheat Crackers                                       
KEEBLER, WHEATABLES, Nut Crisp Crackers, Roasted Almond                         
KEEBLER, WHEATABLES, Nut Crisp Crackers, Toasted Pecan                          
KELLOGG'S, ALL-BRAN, Garlic and Herb Crackers                                   
KELLOGG'S, ALL-BRAN, Multigrain Crackers                                        
KELLOGG'S, SPECIAL K, Cracker Chips, Sea Salt                                   
KELLOGG'S, SPECIAL K, Cracker Chips, Sour Cream & Onion                         
KELLOGG'S, SPECIAL K, Cracker Chips, Southwest Ranch                            
KELLOGG'S, SPECIAL K, Multigrain Crackers                                       
KELLOGG'S, SPECIAL K, Savory Herb Crackers                                      
MOTHER'S, 4th of July Circus Animal Cookies                                     
MOTHER'S, Chocolate Chip Cookies                                                
MOTHER'S, Circus Animal Cookies                                                 
MOTHER'S, Coconut Cocadas Cookies                                               
MOTHER'S, Double Fudge Creme Sandwich Cookies                                   
MOTHER'S, English Tea Sandwich Cookies                                          
MOTHER'S, Halloween Circus Animals Cookies                                      
MOTHER'S, Holiday Circus Animal Cookies                                         
MOTHER'S, Iced Lemonade Cookies                                                 
MOTHER'S, Iced Oatmeal Cookies                                                  
MOTHER'S, Jungle Animal Cookies                                                 
MOTHER'S, Macaroon Cookies                                                      
MOTHER'S, Old Fashioned Chocolate Chip Cookies                                  
MOTHER'S, Old Fashioned Iced Oatmeal Cookies                                    
MOTHER'S, Peanut Butter Gauchos Cookies                                         
MOTHER'S, Taffy Sandwich Cookies                                                
MURRAY, SUGAR FREE, Vanilla Sugar Wafer                                         
MURRAY, Chocolatey Chip Thins Cookies                                           
MURRAY, COOKIE JAR CLASSICS, Coconut Bars Cookies                               
MURRAY, Duplex Creme Sandwich Cookies                                           
MURRAY, Lemon Creme Sandwich Cookies                                            
MURRAY, JACKS Vanilla Wafers                                                    
MURRAY, Old Fashioned Iced Oatmeal Cookies                                      
MURRAY, SOUTHERN KITCHEN, Chocolate Chip Cookies                                
MURRAY, SOUTHERN KITCHEN, Coconut Cookies                                       
MURRAY, SOUTHERN KITCHEN, Iced Oatmeal Cookies                                  
MURRAY, SUGAR FREE, Chocolate Chip & Pecan Cookies                              
MURRAY, SUGAR FREE, Fudge Dipped Grahams                                        
MURRAY, SUGAR FREE, Fudge Dipped Mint Cookies                                   
MURRAY, SUGAR FREE, Fudge Dipped Wafers                                         
MURRAY, SUGAR FREE, Peanut Butter Cookies                                       
MURRAY, SUGAR FREE, Pecan Shortbread Cookies                                    
MURRAY, SUGAR FREE, Lemon Creme Sandwich Cookies                                
MURRAY, SUGAR FREE, Vanilla Creme Sandwich Cookies                              
MURRAY, SUGAR FREE, Shortbread Cookies                                          
MURRAY, SUGAR FREE, Shortbread Bites                                            
MURRAY, SUGAR FREE, Vanilla Wafer                                               
MURRAY, Vanilla Sugar Wafer                                                     
MURRAY, Vanilla Wafer                                                           
SUNSHINE, CHEEZ-IT, Asiago Crackers                                             
SUNSHINE, CHEEZ-IT, Baby Swiss Crackers                                         
SUNSHINE, CHEEZ-IT, Duoz Sharp Cheddar Parmesan Crackers                        
SUNSHINE, CHEEZ-IT, Duoz Smoked Cheddar Monterey Jack Crackers                  
SUNSHINE, GRIPZ, Cheez-It Mixx and Cheesy Pizza Crackers                        
SUNSHINE, CHEEZ-IT, Italian Four Cheese Crackers                                
SUNSHINE, CHEEZ-IT, Mozzarella Crackers                                         
SUNSHINE, CHEEZ-IT, Parmesan Garlic Crackers                                    
SUNSHINE, CHEEZ-IT, White Cheddar, Reduced Fat Crackers                         
SUNSHINE, CHEEZ-IT, 100 Calorie RIGHT BITES, Extra Cheesy Party Mix             
SUNSHINE, CHEEZ-IT, 100 Calorie Right Bites, Reduced Fat                        
SUNSHINE, CHEEZ-IT, Snack Mix                                                   
SUNSHINE, CHEEZ-IT, Snack Mix, White Cheddar                                    
KEEBLER, ZESTA, Export Sodas Crackers                                           
AUSTIN, Peanut Butter on Cheese Crackers, sandwich-type                         
AUSTIN, Peanut Butter on Toasty Crackers, sandwich-type                         
AUSTIN, Cheddar Cheese on Wafer Crackers, sandwich-type                         
FAMOUS AMOS, Chocolate Sandwich Creme Cookies                                   
FAMOUS AMOS, Vanilla Sandwich Creme Cookies                                     
KEEBLER, Grahams, Cinnamon Crisp                                                
KEEBLER, Oatmeal Cookies                                                        
KEEBLER, Cheese & Peanut Butter Sandwich Crackers                               
"KEEBLER, READY CRUST, Graham Pie Crust (10""), Reduced Fat"                    
KEEBLER, Sugar Cones                                                            
MOTHER'S, Old Fashioned Oatmeal Cookies                                         
MOTHER'S, Vanilla Sandwich Cookies                                              
MURRAY, COOKIE JAR CLASSICS, Butter Cookies                                     
MURRAY, Chocolate Creme Sandwich Cookies                                        
MURRAY, Vanilla Creme Sandwich Cookies                                          
MURRAY, Honey Graham                                                            
MURRAY, Old Fashioned Gingersnaps Cookies                                       
MURRAY, SOUTHERN KITCHEN, Oatmeal Cookies                                       
MURRAY, SUGAR FREE, Chocolate Chip Cookies                                      
MURRAY, SUGAR FREE, Oatmeal Cookies                                             
MURRAY, SUGAR FREE, Chocolate Creme Sandwich Cookies                            
SUNSHINE, KRISPY, Soup & Oyster Crackers (large)                                
KEEBLER, ZESTA, Saltines, Original                                              
KEEBLER, ZESTA, Saltines with Whole Wheat                                       
Bread, chapati or roti, plain, commercially prepared                            
Bread, naan, plain, commercially prepared, refrigerated                         
Crackers, flavored, fish-shaped                                                 
Cookies, gluten-free, chocolate wafer                                           
Cookies, gluten-free, lemon wafer                                               
Cookies, gluten-free, vanilla sandwich, with creme filling                      
Bread, gluten-free, white, made with potato extract, rice starch, and           
Bread, gluten-free, white, made with tapioca starch and brown rice flo          
