|NDB_No|FdGrp_Cd|Long_Desc|FE
5752|18247|1800|Danish pastry, nut (includes almond, raisin nut, cinnamon nut)|1.8
5076|16591|1600|WORTHINGTON Leanies, frozen, unprepared|1.8
5022|16505|1600|LOMA LINDA Swiss Stake with Gravy, canned, unprepared|1.8
7245|23155|1300|"Beef, rib eye steak/roast, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw"|1.8
5750|18245|1800|Danish pastry, cheese|1.8
7989|28186|1800|KELLOGG'S, SPECIAL K, Cracker Chips, Cheddar|1.8
7990|28187|1800|KELLOGG'S, SPECIAL K, Cracker Chips, Sea Salt|1.8
5026|16509|1600|LOMA LINDA Linketts, canned, unprepared|1.8
8335|35066|3500|Fish, salmon, king, chinook, smoked and canned (Alaska Native) (Oncorhynchus tshawytscha)|1.8
1077|5354|500|USDA Commodity, turkey taco meat, frozen, cooked|1.8
1674|7066|700|Turkey sausage, reduced fat, brown and serve, cooked (include BUTTERBALL breakfast links turkey sausage)|1.8
6507|20040|2000|Rice, brown, medium-grain, raw|1.8
5631|18092|1800|Cake, pudding-type, carrot, dry mix|1.8
4266|14195|1400|Beverages, Cocoa mix, NESTLE, Hot Cocoa Mix Rich Chocolate With Marshmallows|1.8
8245|32012|2200|Pizza rolls, frozen, unprepared|1.8
4268|14197|1400|Cocoa mix, NESTLE, Rich Chocolate Hot Cocoa Mix|1.8
2916|11147|1100|Chard, swiss, raw (Beta vulgaris subsp. vulagaris)|1.8
824|5002|500|Chicken, broilers or fryers, meat and skin and giblets and neck, cooked, fried, batter|1.79
5384|17287|1700|"Lamb, Australian, imported, fresh, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised"|1.79
8724|43390|500|Turkey, light or dark meat, smoked, cooked, with skin, bone removed|1.79
6217|19194|1900|Puddings, rice, dry mix|1.79
5323|17225|1700|Lamb, ground, cooked, broiled|1.79
7620|23577|1300|Beef, ground, 75% lean meat / 25% fat, raw|1.79
5107|17009|1700|"Lamb, domestic, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw"|1.79
2369|9297|900|Raisins, golden seedless (Vitis vinifera)|1.79
7373|23293|1300|Beef, Australian, imported, grass-fed, ground, 85% lean / 15% fat, raw|1.79
6784|21259|2100|BURGER KING, Original Chicken Sandwich|1.79
8751|43528|1400|Beverages, ABBOTT, ENSURE PLUS, ready-to-drink|1.79
998|5178|500|Turkey, liver, all classes, cooked, simmered|1.79
2010|8569|800|Cereals, KASHI HEART TO HEART, Instant Oatmeal, golden brown maple, dry|1.79
5409|17312|1700|"Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8"" fat, raw"|1.79
956|5134|500|Chicken, capons, meat and skin and giblets and neck, cooked, roasted|1.79
8374|35144|3500|Stew, dumpling with mutton (Navajo)|1.79
7433|23353|1300|"Beef, round, eye of round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled"|1.78
4530|15049|1500|Fish, mackerel, king, raw (Scombermorus cavalla (Cuvier))|1.78
6747|21209|2100|SUBWAY, black forest ham sub on white bread with lettuce and tomato|1.78
6864|21356|2100|McDONALD'S, McCHICKEN Sandwich (without mayonnaise)|1.78
1703|7905|700|Frankfurter, beef, pork, and turkey, fat free|1.78
3921|13487|1300|"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, choice, raw"|1.78
978|5156|500|Pheasant, leg, meat only, raw|1.78
6738|21156|2100|Fast foods, submarine sandwich, ham on white bread with lettuce and tomato|1.78
7463|23383|1300|"Beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled"|1.78
8725|43391|500|Turkey, light or dark meat, smoked, cooked, skin and bone removed|1.78
1208|6006|600|Soup, bean with frankfurters, canned, condensed|1.78
7504|23426|1300|Beef, New Zealand, imported, manufacturing beef, cooked, boiled|1.78
5416|17319|1700|"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, cooked"|1.78
3499|11888|1100|Tomato products, canned, puree, with salt added|1.78
3229|11547|1100|Tomato products, canned, puree, without salt added|1.78
8527|36416|3600|Restaurant, Latino, bunuelos (fried yeast bread)|1.78
7690|23653|1300|"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, select, raw"|1.78
3916|13482|1300|"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, select, raw"|1.77
5751|18246|1800|Danish pastry, fruit, enriched (includes apple, cinnamon, raisin, lemon, raspberry, strawberry)|1.77
6753|21225|2100|Pizza, cheese topping, rising crust, frozen, cooked|1.77
6903|21410|2100|Fast foods, bagel, with egg, sausage patty, cheese, and condiments|1.77
1767|7972|700|Meatballs, frozen, Italian style|1.77
7684|23647|1300|"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted"|1.77
7688|23651|1300|"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, raw"|1.77
3983|13830|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, select, raw"|1.77
5132|17034|1700|"Lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted"|1.77
2930|11165|1100|Coriander (cilantro) leaves, raw (Coriandrum sativum)|1.77
5157|17059|1700|"Lamb, domestic, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, raw"|1.77
4010|13859|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw"|1.77
6968|21488|2100|Fast foods, quesadilla, with chicken|1.77
6795|21270|2100|TACO BELL, Taco Salad|1.77
6698|21102|2100|Fast foods, chicken fillet sandwich, plain with pickles|1.77
5101|17003|1700|"Lamb, domestic, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, raw"|1.77
7003|21526|2100|CHICK-FIL-A, chicken sandwich|1.77
6132|19100|1900|Candies, fudge, chocolate, prepared-from-recipe|1.77
6515|20049|2000|Rice, white, long-grain, precooked or instant, enriched, prepared|1.77
6571|20118|2000|Noodles, flat, crunchy, Chinese restaurant|1.76
3817|13357|700|Beef, cured, sausage, cooked, smoked|1.76
6660|21010|2100|Fast foods, biscuit, with crispy chicken fillet|1.76
4072|13921|1300|"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled"|1.76
5551|17454|1700|"Lamb, Australian, imported, fresh, leg, bottom, boneless, separable lean and fat, trimmed to 1/8"" fat, raw"|1.76
6588|20139|2000|Wheat, KAMUT khorasan, cooked (Triticum turgidum subsp. turanicum (Jakubz.))|1.76
5493|17396|1700|Lamb, New Zealand, imported, rack - fully frenched, separable lean only, cooked, fast roasted|1.76
7284|23194|1300|"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw"|1.76
5760|18256|1800|Doughnuts, yeast-leavened, with jelly filling|1.76
8524|36413|3600|Restaurant, Latino, black bean soup|1.76
7257|23167|1300|"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, select, raw"|1.76
6999|21522|2100|McDONALD'S, Southern Style Chicken Biscuit|1.76
534|3820|300|Child formula, MEAD JOHNSON, PORTAGEN, with iron, prepared from powder|1.75
6168|19138|1900|Candies, truffles, prepared-from-recipe|1.75
7253|23163|1300|"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, all grades, raw"|1.75
3847|13391|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"|1.75
2559|10081|1000|Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised|1.75
3504|11893|1100|Turnip greens and turnips, frozen, cooked, boiled, drained, with salt|1.75
4821|16084|1600|Mungo beans, mature seeds, cooked, boiled, without salt|1.75
111|1123|100|Egg, whole, raw, fresh|1.75
4095|13952|1300|"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"|1.75
4063|13912|1300|"Beef, short loin, top loin, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, grilled"|1.75
7079|22966|2200|SPAGHETTIOS, SpaghettiOs  with Meatballs - Easy Open|1.75
3248|11577|1100|Turnip greens and turnips, frozen, cooked, boiled, drained, without salt|1.75
4994|16384|1600|Mungo beans, mature seeds, cooked, boiled, with salt|1.75
5399|17302|1700|"Lamb, Australian, imported, fresh, leg, sirloin chops, boneless, separable lean and fat, trimmed to 1/8"" fat, raw"|1.75
5397|17300|1700|"Lamb, Australian, imported, fresh, leg, sirloin half, boneless, separable lean only, trimmed to 1/8"" fat, raw"|1.75
5413|17316|1700|"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, raw"|1.75
8617|42272|2500|Snacks, granola bar, with coconut, chocolate coated|1.75
5283|17185|1700|Lamb, variety meats and by-products, brain, raw|1.75
119|1131|100|Egg, whole, cooked, poached|1.75
5516|17419|1700|Lamb, New Zealand, imported, rack - fully frenched, separable lean and fat, cooked, fast roasted|1.74
5145|17047|1700|"Lamb, domestic, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, raw"|1.74
7291|23201|1300|"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|1.74
6863|21355|2100|McDONALD'S, McCHICKEN Sandwich|1.74
4835|16098|1600|Peanut butter, smooth style, with salt|1.74
6854|21341|2100|McDONALD'S, BIG BREAKFAST|1.74
5475|17378|1700|Lamb, New Zealand, imported, tongue - swiss cut, cooked, soaked and simmered|1.74
5512|17415|1700|Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, cooked, braised|1.74
3977|13824|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|1.74
3413|11797|1100|Mushrooms, white, cooked, boiled, drained, with salt (Agaricus bisporus)|1.74
4019|13868|1300|"Beef, round, bottom round, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|1.74
3995|13844|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, select, raw"|1.74
7396|23316|1300|Beef, Australian, imported, grass-fed, rib, ribeye steak/roast lip-on, boneless, separable lean and fat, raw|1.74
5361|17263|1700|"Lamb, New Zealand, imported, frozen, rib, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted"|1.74
4049|13898|1300|"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, raw"|1.74
149|1171|100|Egg, whole, raw, frozen, pasteurized|1.74
7255|23165|1300|"Beef, plate steak, boneless, inside skirt, separable lean only, trimmed to 0"" fat, choice, raw"|1.74
3867|13417|1300|"Beef, round, eye of round roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted"|1.74
4091|13948|1300|"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"|1.74
5002|16398|1600|Peanut butter, smooth style, without salt|1.74
7691|23654|1300|"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled"|1.74
6595|20315|2000|Corn flour, whole-grain, blue (harina de maiz morado)|1.74
7709|25013|2500|Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original flavor|1.74
6079|19039|2500|Snacks, popcorn, caramel-coated, without peanuts|1.74
7282|23192|1300|"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|1.74
3009|11261|1100|Mushrooms, white, cooked, boiled, drained, without salt (Agaricus bisporus)|1.74
3870|13420|1300|"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted"|1.74
7118|23007|1300|"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, select, raw"|1.73
8602|42227|1900|Candies, MARS SNACKFOOD US, M&M's Almond Chocolate Candies|1.73
8089|28287|1800|Bread, naan, whole wheat, commercially prepared, refrigerated|1.73
6963|21483|2100|"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust"|1.73
4748|16008|1600|Beans, baked, canned, with franks|1.73
7283|23193|1300|"Beef, rib eye steak/roast, bone-in, lip-on, separable lean and fat, trimmed to 1/8"" fat, choice, raw"|1.73
4150|14041|1400|Beverages, NESTLE, Boost plus, nutritional drink, ready-to-drink|1.73
1122|5667|500|Ground turkey, 93% lean, 7% fat, patties, broiled|1.73
3964|13811|1300|"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, choice, raw"|1.73
3952|13797|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw"|1.73
7299|23219|1300|"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, select, raw"|1.73
6935|21444|2100|POPEYES, Fried Chicken, Mild, Skin and Breading|1.73
4081|13930|1300|"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"|1.73
6745|21202|2100|Fast foods, hamburger, large, single patty, with condiments|1.73
1620|7002|700|Beerwurst, beer salami, pork and beef|1.73
1034|5302|500|Poultry, mechanically deboned, from backs and necks without skin, raw|1.73
5458|17361|1700|Lamb, New Zealand, imported, chump, boneless, separable lean only, cooked, fast roasted|1.73
7421|23341|1300|"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw"|1.73
6661|21011|2100|Fast foods, croissant, with egg and cheese|1.73
5330|17232|1700|"Lamb, domestic, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, choice, raw"|1.73
1729|7931|700|Beerwurst, pork and beef|1.73
5350|17252|1700|"Lamb, domestic, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled"|1.73
3654|12101|1200|Nuts, chestnuts, european, boiled and steamed|1.73
7451|23371|1300|"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, select, raw"|1.73
7464|23384|1300|"Beef, loin, top loin steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, select, raw"|1.73
3980|13827|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, choice, raw"|1.72
2780|10954|1000|Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, with added solution, cooked, braised|1.72
5151|17053|1700|"Lamb, domestic, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled"|1.72
3015|11268|1100|Mushrooms, shiitake, dried (Lentinus edodes)|1.72
6575|20125|2000|Pasta, whole-wheat, cooked|1.72
1012|5193|500|Turkey, all classes, leg, meat and skin, raw|1.72
7546|23468|1300|Beef, New Zealand, imported, striploin, separable lean and fat, cooked, fast fried|1.72
7312|23232|1300|"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, select, raw"|1.72
5793|18294|1800|Pancakes, blueberry, prepared from recipe|1.72
1275|6118|600|Gravy, brown, dry|1.72
6736|21154|2100|Fast foods, submarine sandwich, oven roasted chicken on white bread with lettuce and tomato|1.72
6749|21211|2100|SUBWAY, oven roasted chicken sub on white bread with lettuce and tomato|1.72
7392|23312|1300|Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean only, Aust. marble score 9, raw|1.71
5113|17015|1700|"Lamb, domestic, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw"|1.71
6798|21273|2100|"PIZZA HUT 12"" Cheese Pizza, THIN 'N CRISPY Crust"|1.71
214|1255|100|Egg, whole, raw, frozen, salted, pasteurized|1.71
6159|19127|1900|Candies, milk chocolate coated raisins|1.71
7467|23387|1300|"Beef, loin, top loin steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw"|1.71
5477|17380|1700|Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, cooked, slow roasted|1.71
7297|23217|1300|"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, all grades, raw"|1.71
6758|21230|2100|Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise|1.71
6826|21301|2100|"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thin crust"|1.71
3989|13838|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|1.71
7692|23655|1300|"Beef, flank, steak, separable lean only, trimmed to 0"" fat, select, cooked, broiled"|1.71
8107|28305|1800|Pancakes, plain, reduced fat|1.71
3077|11350|1100|Pokeberry shoots, (poke), raw (Phytolacca americana)|1.7
8739|43447|2500|Snacks, corn-based, extruded, chips, unsalted|1.7
5698|18187|1800|Cookies, peanut butter, refrigerated dough|1.7
4098|13955|1300|"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted"|1.7
8648|43031|1900|Candies, chocolate covered, caramel with nuts|1.7
5328|17230|1700|"Lamb, domestic, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, choice, raw"|1.7
1315|6189|600|Sauce, teriyaki, ready-to-serve, reduced sodium|1.7
7298|23218|1300|"Beef, plate steak, boneless, inside skirt, separable lean and fat, trimmed to 0"" fat, choice, raw"|1.7
5033|16516|1600|WORTHINGTON Multigrain Cutlets, canned, unprepared|1.7
7918|28114|1800|KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Dark Chocolate Fudge Stripes Cookies|1.7
4094|13951|1300|"Beef, rib eye, small end (ribs 10-12), separable lean and fat, trimmed to 0"" fat, select, cooked, broiled"|1.7
5023|16506|1600|LOMA LINDA Vege-Burger, canned, unprepared|1.7
4749|16009|1600|Beans, baked, canned, with pork|1.7
4895|16171|1600|Refried beans, canned, vegetarian|1.7
4953|16276|1600|Vitasoy USA Azumaya, Extra Firm Tofu|1.7
5869|18390|1800|Pancakes, buttermilk, prepared from recipe|1.7
6352|19401|2500|Snacks, cornnuts, barbecue-flavor|1.7
3986|13833|1300|"Beef, rib, whole (ribs 6-12), separable lean and fat, trimmed to 1/8"" fat, prime, raw"|1.7
5085|16606|1600|MORNINGSTAR FARMS Mediterranean Chickpea, frozen, unprepared|1.7
6662|21012|2100|Fast foods, croissant, with egg, cheese, and bacon|1.7
2264|9165|900|Litchis, dried|1.7
7991|28188|1800|KELLOGG'S, SPECIAL K, Cracker Chips, Sour Cream & Onion|1.7
2967|11215|1100|Garlic, raw (Allium sativum)|1.7
3956|13803|1300|"Beef, brisket, whole, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|1.7
7898|28093|1800|KEEBLER, FUDGE SHOPPE, Grasshopper Cookies, Fudge Mint|1.7
5059|16554|1600|MORNINGSTAR FARMS Tomato & Basil Pizza Burger, frozen, unprepared|1.7
1270|6112|600|Sauce, teriyaki, ready-to-serve|1.7
5058|16552|1600|MORNINGSTAR FARMS Mushroom Lover's Burger, frozen, unprepared|1.7
7884|28078|1800|KEEBLER, FUDGE SHOPPE, Mint Creme Middles, Chocolate Graham Cookies|1.7
1245|6051|600|Soup, pea, split with ham, canned, condensed|1.7
7031|22902|2100|Pizza, meat topping, thick crust, frozen, cooked|1.7
8334|35065|3500|Fish, salmon, king, chinook, kippered, canned (Alaska Native) (Oncorhynchus tshawytscha)|1.7
4952|16275|1600|Vitasoy USA Organic Nasoya Sprouted, Tofu Plus Super Firm|1.7
6118|19086|1900|Candies, confectioner's coating, peanut butter|1.7
6250|19235|1900|Puddings, chocolate, ready-to-eat, fat free|1.69
3806|13346|1300|Beef, cured, corned beef, brisket, raw|1.69
7399|23319|1300|Beef, Australian, imported, Wagyu, loin, top loin steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw|1.69
4121|13985|1300|"Beef, loin, bottom sirloin butt, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"|1.69
4061|13910|1300|"Beef, loin, top loin, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled"|1.69
4957|16281|1600|HOUSE FOODS Premium Firm Tofu|1.69
8726|43392|1100|Hearts of palm, raw|1.69
4032|13881|1300|"Beef, round, eye of round, roast, separable lean and fat, trimmed to 1/8"" fat, select, raw"|1.69
3960|13807|1300|"Beef, brisket, point half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|1.69
3950|13795|1300|"Beef, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|1.69
7577|23508|1300|USDA Commodity, beef, ground, bulk/coarse ground, frozen, raw|1.69
3920|13486|1300|"Beef, round, tip round, roast, separable lean and fat, trimmed to 0"" fat, all grades, raw"|1.69
4556|15075|1500|Fish, sablefish, smoked|1.69
7068|22954|2200|Egg rolls, chicken, refrigerated, heated|1.69
4069|13918|1300|"Beef, tenderloin, steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"|1.69
5473|17376|1700|Lamb, New Zealand, imported, testes, cooked, soaked and fried|1.69
7401|23321|1300|Beef, Australian, imported, Wagyu, rib, small end rib steak/roast, boneless, separable lean and fat, Aust. marble score 4/5, raw|1.68
7686|23649|1300|"Beef, bottom sirloin, tri-tip roast, separable lean only, trimmed to 0"" fat, select, cooked, roasted"|1.68
4092|13949|1300|"Beef, flank, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled"|1.68
3992|13841|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, choice, raw"|1.68
5284|17186|1700|Lamb, variety meats and by-products, brain, cooked, braised|1.68
7695|23658|1300|"Beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, choice, raw"|1.68
3552|11943|1100|Pimento, canned|1.68
6966|21486|2100|Fast foods, taco with beef, cheese and lettuce, soft|1.67
3202|11503|1100|Swamp cabbage, (skunk cabbage), raw (Ipomoea aquatica)|1.67
6406|19813|2500|Snacks, pretzels, hard, plain, made with unenriched flour, unsalted|1.67
6405|19812|2500|Snacks, pretzels, hard, plain, made with unenriched flour, salted|1.67
3962|13809|1300|"Beef, chuck, arm pot roast, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|1.67
6056|19009|2500|Snacks, KRAFT, CORNNUTS, plain|1.67
3309|11672|1100|Potato pancakes|1.67
5426|17329|1700|"Lamb, Australian, imported, fresh, shoulder ,blade, separable lean only, trimmed to 1/8"" fat, cooked, broiled"|1.67
5003|16399|1600|Peanut butter with omega-3, creamy|1.67
3060|11317|1100|Peas, mature seeds, sprouted, cooked, boiled, drained, without salt|1.67
8496|36045|3600|ON THE BORDER, refried beans|1.67
5287|17189|1700|Veal, variety meats and by-products, brain, cooked, braised|1.67
5772|18269|1800|French toast, prepared from recipe, made with low fat (2%) milk|1.67
5000|16396|1600|Peanuts, virginia, oil-roasted, without salt|1.67
3431|11815|1100|Peas, mature seeds, sprouted, cooked, boiled, drained, with salt|1.67
302|2054|200|Capers, canned (Capparis spinosa)|1.67
4833|16096|1600|Peanuts, virginia, oil-roasted, with salt|1.67
4008|13857|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled"|1.67
4694|15217|1500|Fish, sucker, white, cooked, dry heat|1.67
6590|20141|2000|Spelt, cooked (Triticum aestivum L. subsp. spelta)|1.67
5105|17007|1700|"Lamb, domestic, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, raw"|1.67
5326|17228|1700|"Lamb, domestic, foreshank, separable lean and fat, trimmed to 1/8"" fat, choice, raw"|1.67
4681|15204|1500|Fish, pike, walleye, cooked, dry heat|1.67
5130|17032|1700|"Lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, raw"|1.67
6786|21261|2100|TACO BELL, Soft Taco with beef, cheese and lettuce|1.67
3913|13478|1300|"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, all grades, raw"|1.66
7318|23238|1300|"Beef, rib, back ribs, bone-in, separable lean and fat, trimmed to 0"" fat, select, raw"|1.66
5407|17310|1700|"Lamb, Australian, imported, fresh, loin, separable lean and fat, trimmed to 1/8"" fat, raw"|1.66
5137|17039|1700|"Lamb, domestic, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, raw"|1.66
4086|13935|1300|"Beef, top sirloin, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled"|1.66
826|5004|500|Chicken, broilers or fryers, meat and skin and giblets and neck, roasted|1.66
5334|17236|1700|"Lamb, domestic, loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw"|1.66
5109|17011|1700|"Lamb, domestic, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, raw"|1.66
4002|13851|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"|1.66
323|3011|300|Babyfood, meat, lamb, junior|1.66
7670|23627|1300|"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw"|1.66
4096|13953|1300|"Beef, bottom sirloin, tri-tip roast, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted"|1.66
3130|11409|1100|Potatoes, frozen, french fried, par fried, extruded, prepared, heated in oven, without salt|1.66
876|5054|500|Chicken, broilers or fryers, back, meat only, cooked, fried|1.65
5181|17083|1700|Lamb, New Zealand, imported, rack - partly frenched, separable lean only, cooked, fast roasted|1.65
4999|16394|1600|Peanuts, valencia, oil-roasted, without salt|1.65
6881|21383|2100|BURGER KING, CROISSAN'WICH with Sausage, Egg and Cheese|1.65
1170|5715|500|Turkey, skin, from retail parts, from dark meat, cooked, roasted|1.65
5527|17430|1700|Veal, shoulder, blade chop, separable lean only, cooked, grilled|1.65
6843|21327|2100|McDONALD'S, Bacon, Egg & Cheese McGRIDDLES|1.65
3772|13235|1300|"Beef, short loin, t-bone steak, bone-in, separable lean only, trimmed to 1/8"" fat, choice, raw"|1.65
6832|21307|2100|Fast foods, griddle cake sandwich, egg, cheese, and bacon|1.65
6585|20136|2000|Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, cooked|1.65
3998|13847|1300|"Beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, raw"|1.65
6664|21014|2100|Fast foods, croissant, with egg, cheese, and sausage|1.65
4831|16094|1600|Peanuts, valencia, oil-roasted, with salt|1.65
8132|28330|1800|Cookies, marshmallow, with rice cereal and chocolate chips|1.64
5846|18360|1800|Taco shells, baked|1.64
5986|18936|1800|Pancakes, plain, frozen, ready-to-heat, microwave (includes buttermilk)|1.64
944|5122|500|Chicken, stewing, meat and skin, and giblets and neck, cooked, stewed|1.64
5518|17421|1700|Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean and fat, cooked, slow roasted|1.64
5172|17074|1700|Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean only, raw|1.64
4005|13854|1300|"Beef, rib, small end (ribs 10-12), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled"|1.64
3662|12117|1200|Nuts, coconut milk, raw (liquid expressed from grated meat and water)|1.64
3017|11270|1100|Mustard greens, raw (Brassica juncea)|1.64
7650|23607|1300|"Beef, short loin, top loin steak, separable lean only, trimmed to 1/8"" fat, all grades, raw"|1.64
7293|23213|1300|"Beef, rib eye steak/roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, raw"|1.64
7724|25030|2500|Snacks, vegetable chips, HAIN CELESTIAL GROUP, TERRA CHIPS|1.64
8174|28373|1800|UDI'S, Gluten Free, Whole Grain Dinner Rolls|1.64
7116|23005|1300|"Beef, short loin, t-bone steak, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"|1.64
1555|6631|600|Sauce, hot chile, sriracha|1.64
